Exp ID,Index,Original,Reference,LM Output
M-7,669,By signing the registration form you agree to abide by the search room regulations which are designed to protect the unique and irreplaceable documents in our care.,By signing the registration form you agree to follow the search room rules. These rules are designed to protect the unique and irreplaceable documents in our care,"By signing the registration form, you agree to follow the search room rules. These rules are in place to protect the unique and irreplaceable documents in our care."
M-7,670,You cannot use the (PCOL) service if you are seeking possession under Section 21 or if you are using the accelerated possession procedure.,You cannot use the (PCOL) service if you are seeking possession under Section 21 or if you are using the fast track possession procedure.,"You cannot use the (PCOL) service if you are seeking possession under Section 21. Also, you cannot use it if you are using the accelerated possession procedure."
M-7,671,That steps are taken to prevent and control the spread of disease among the animals and that isolation facilities are in place.,Steps are taken to prevent and control the spread of disease among the animals. Places where sick animals can be kept away from the main population are available.,"Steps are taken to prevent and control the spread of disease among the animals, and isolation facilities are available."
M-7,672,"Building upon a strong history of partnership working, the direct contribution of partners to the strategies and delivery plans that we developed was also vital to ensuring the quality of the projects and maximising the resources available to the city.",A strong history of partnership working helped. Our partners provided vital help in planning the projects.  This help ensured the projects were high quality and as much funding was obtained for the city as possible.,"Building on our history of working together, the partners' direct involvement in developing the strategies and delivery plans was crucial for ensuring project quality and maximizing the resources available to the city."
M-7,673,"However, it is for us to decide on the Members ’ Allowances Scheme that is put in place, having regard to the Panel ’ s recommendations.",We decide the Members’ Allowances Scheme based on the Panel’s recommendations.,We decide on the Members’ Allowances Scheme based on the Panel’s recommendations.
M-7,674,This study looks at the highways and transport impacts of a possible major retail development at Manor Top District Shopping Centre.,This study looks at the effects of roads and transport for a possible large shopping development. This will be at Manor Top District Shopping Centre.,This study examines the effects of a potential large retail project on the highways and transportation in Manor Top District Shopping Centre.
M-7,675,Minute books including names of jurors; highway act proceedings; fines; orders; appeals; costs; later including bonds and legal aid certificates.,Minute books with names of jurors; highway act events; fines; orders; plead; costs; later including bonds and legal aid certificates.,"Minute books include jurors' names, highway act proceedings, fines, orders, appeals, and costs. Later, they also include bonds and legal aid certificates."
M-7,676,We must receive a completed application form before we can book the area for you as provisional bookings over the telephone cannot be taken.,"Provisional bookings cannot be taken over the telephone, therefore we must have a completed application form to book the area.",We need to receive a completed application form before we can book the area for you. Provisional bookings over the phone are not possible.
M-7,677,"However, we strongly advise buyers and sellers to take independent professional legal advice before entering into any contract or other legally binding document.","Before signing any contract or other legally binding documents, we strongly advise buyers and sellers to take independent professional legal advice.",We strongly advise buyers and sellers to seek independent professional legal advice before signing any contract or legally binding document.
M-7,678,The Final Report (April 2005) submitted by the consultants takes account of the views expressed together with further work on the delivery of various proposals.,The Final Report (April 2005) submitted by the consultants includes both views and future proposals.,The Final Report (April 2005) submitted by the consultants includes the views expressed and additional work on the proposals.
M-7,679,"Therefore, it is advisable that you only provide details that you are happy to be published and viewed by other parties.",It is recommended that you only give details that you are happy to be published and viewed by other people.,Only provide details that you are okay with others seeing.
M-7,680,"People making money from acting as letting agents or property management agents in the private rented sector, are required by law to join an approved redress scheme.",People who work as renting agents or property management agents in the private rented sector are requied by law to join an approved correction scheme.,People who earn money by working as letting agents or property management agents in private rentals must join an approved redress scheme by law.
M-7,681,You are responsible for ensuring that all waste left by students leaving the premises is disposed of properly and legally.,You must make sure that all waste left by leaving students is disposed of legally and properly.,You must dispose of all waste left by students properly and legally.
M-7,682,"The database consists of physical site records including reports, schedules, maps, original hand-written historical documents and photographs built up over 50 years and, since 1990 a computerised database, which uses Recorder 6 software and comprises of over 511,000 species records.","In the database, there are physical site records. People collected these records for 50 years. There are reports, timetables, and maps. There are original historical documents that people wrote by hand. There are photographs. The database was computerised in 1990. It uses Recorder 6 software. It contains more than 511,000 records of species.","The database includes physical site records such as reports, schedules, maps, and photographs collected over 50 years. Since 1990, it also has a computerized part using Recorder 6 software. This computerized part contains more than 511,000 species records."
M-7,683,Custom build is suitable for a range of different people - from first time buyers to families who need more living space or older people looking to downsize.,"Custom build is convenient for a range of different people. It can benefit first time buyers to families who need more living space, or older people looking to downsize","Custom build is suitable for various types of people, including first-time buyers, families needing more space, and older individuals looking to downsize."
M-7,684,If your organisation has never accessed learning and development through Sheffield City Council before then you will need to request an application form from us so that we can assess your eligibility to access the learning and development opportunities we offer.,If your organisation has never accessed learning and development through Sheffield City Council before then you will need to request an application form from. Then we can evaluate your eligibility to access the learning and development opportunities we offer.,"If your organization has never accessed learning and development through Sheffield City Council, you need to request an application form from us to check your eligibility."
M-7,685,For the late 16th / early 17th century have been published in the Yorkshire Archaeological Society Record Series volumes 3 and 54 (available at Sheffield Local Studies Library (ref.,For the late 1500s to the early 1600s are recorded in volumes 3 and 54 of the Yorkshire Archaeological Society Record Series (available at Sheffield Local Studies Library under the reference number,"For the late 16th and early 17th centuries, publications are available in Yorkshire Archaeological Society Record Series volumes 3 and 54. These can be found at Sheffield Local Studies Library (ref.)."
M-7,686,"Key workers work evenings and weekends and spend several hours each week with each family, and are flexible with visit times in response to the needs of the families.","Key workers spend several hours a week with each family. They work evenings, weekends as they visit families when they are needed.",Key workers work evenings and weekends. They spend several hours each week with each family. They also adjust their visit times to meet the families' needs.
M-7,687,"We deal with this issue either at the planning stage or when a takeaway is in operation, checking the equipment being used.",We deal with this issue either at the planning stage or in operation by checking the equipment being used.,We handle this issue either during the planning stage or when a takeaway is operating. We check the equipment being used.
M-7,688,This aims to support our Workforce Diversity Strategy ensuring Sheffield City Council ’ s workforce is representative of the local population.,"This aims to be in line with our Workforce Diversity Strategy, making sure that the workforce of Sheffield City Council fairly represents all the different types of people in the local population.",This supports our Workforce Diversity Strategy by making sure Sheffield City Council's workforce reflects the local population.
M-7,689,Guidance is provided on the requirement that major applications with surface water drainage submit a SuDS Design Statement.,"Help is available on the need for major applications with surface water drainage,  aiming to make a SuDS Design Statement.",Major applications with surface water drainage are required to submit a SuDS Design Statement. Guidance on how to do this is provided.
M-7,690,The first part on the eastern side of Beauchief Abbey Lane contains several listed buildings including the Grade II * listed Church of St Thomas a Beckett (known as Beauchief Abbey).,"Several of the buildings on Beauchief Abbey Lane are protected by listing, including the Church of St Thomas a Becket, which is a grade II listed building.","The eastern side of Beauchief Abbey Lane has several listed buildings. One of them is the Grade II * listed Church of St Thomas a Beckett, also known as Beauchief Abbey."
M-7,691,"If the tenancy began between 15 January 1989 and 27 February 1997, your landlord had to have given you a document called a Notice of an Assured Shorthold Tenancy (or ‘ Section 20 ’ Notice) if the landlord wanted the tenancy to be an Assured Shorthold.","If the landlord wanted the tenancy to be an Assure Shorthold, he had to have given you a document called a Notice of an Assured Shorthold Tenancy (or 'Section 20' notice). This applies if the tenancy began between 15 January 1989 and 27 February 1997.","If the tenancy started between 15 January 1989 and 27 February 1997, your landlord needed to give you a Notice of an Assured Shorthold Tenancy (or 'Section 20' Notice) if they wanted the tenancy to be an Assured Shorthold."
M-7,692,It may be that you want to get a better understanding of your child ’ s education or you may have an interest in the sector more generally.,"You want to understand more about your child’s education? Or, you may have an interest in schools and education more generally.","You might want to better understand your child's education. Alternatively, you could be interested in the sector more broadly."
M-7,693,"Archaeological and structural investigation of the Castle Market site, aimed at creating a new green space on the Castle site and defining potential small development sites.","The Castle site's Archaeological and Structural studies are aimed at creating a new green space on site, creating a possibility for small development sites.",Archaeological and structural investigation will be done at the Castle Market site. The goal is to create a new green space there and identify potential areas for small developments.
M-7,694,"You will need to build relationships with families facing difficult times, show a lot of patience and be a good listener.","You will need to build relationships with families in hard times, show a lot of patience and be a good listener.",You need to connect with families facing difficulties. Show lots of patience and be a good listener.
M-7,695,Individual Governors may not act independently of the rest of the Governing Board; decisions are the joint responsibility of the Governing Board.,"Decisions are the joint responsibility of the Governing Board,not Individual Governors.",Individual Governors must work together with the Governing Board. Decisions are the responsibility of the entire Governing Board.
M-7,696,"This means that you, as a landlord, must not interfere with their occupation of the premises and that the tenants are able to live in their home in peace, comfort and privacy.","This means that you, as a landlord, must not interfere with their use of the premises and that the tenants are able to live in their home in peace, comfort, and privacy.","As a landlord, you must not disturb the tenants' occupancy. The tenants should be able to live in peace, comfort, and privacy."
M-7,697,"The initial application fee is £40 and the annual fee due on the anniversary of the date of registration is £20.If you fail to pay your annual fee, we may cancel your registration, a notice will be sent to you formally in this instance.","The starting application fee is £40. Beginning one year after registration and repeating annually, you will need to pay the yearly fee of £20.If you fail to pay your yearly fee, we may cancel your registration. A notice will be sent to you formally if this happens.","The initial application fee is £40. The annual fee, which is due on the anniversary of your registration date, is £20. If you fail to pay your annual fee, we may cancel your registration. In this case, we will send you a formal notice."
M-7,698,"However, when emergencies happen, utility companies have a legal right to conduct new roadworks even if the road has just been resurfaced.","Utillity companies have a legal right to carry out emergency roadworks, even if the road has just been resurfaced.","When emergencies occur, utility companies have the legal right to do new roadworks, even if the road was just resurfaced."
M-7,699,The premises will be approved for the registration of civil partnerships only and must be regularly available to the public for use for that purpose.,The building will be approved for the registration of civil partnerships only. It must be regularly available to the public for use to do this.,The premises will only be approved for registering civil partnerships. They must be regularly available to the public for that purpose.
M-7,700,"The Council, in partnership with the Department for Education (DfE), is seeking proposals from prospective sponsors for a new special school.","The Council, along with the Department for Education requires proposals from potential sponsors for a new special school.","The Council, working with the Department for Education, is looking for proposals from potential sponsors for a new special school."
M-7,701,"In addition to UK stamping, Sheffield Trading Standards works as part of the Yorkshire and Humber Regional Notified Body.",Sheffield Trading Standards carries out UK stamping.  Sheffield Trading Standards is also part of the Yorkshire and Humber Regional Notified Body.,"In addition to UK stamping, Sheffield Trading Standards合作于Yorkshire and Humber Regional Notified Body."
M-7,702,"Our budgets have been cut in recent years and this may continue, so to pay for and improve our website, we must explore different ways to generate income.","Our budgets have been cut in recent years, and this may well continue in the future. Therefore, we must find different ways to raise money to fund our website.","Our budgets have been reduced in recent years, and we might continue to face budget cuts. Therefore, to pay for and improve our website, we need to find new ways to earn income."
M-7,703,"Where a household consists of 2 occupiers and one has been detained in prison, a discount may be granted, on receipt of confirmation of the date admission to prison.","If a household consists of 2 occupiers and one has been detained in prison, a discount may be granted, on receipt of confirmation of the date of admission to prison.","If a household has two occupants and one has been sent to prison, a discount might be given after we receive confirmation of the prison admission date."
M-7,704,"Part of the current HAPs is to identify which of these target sites need to be maintained, which need restoration, and which are suitable for the creation of habitat.","There are three important tasks carried out under the HAPs.  First, identifying which of these target sites needs to be looked after; second, working out which need restoration; and finally, deciding which might be suitable for creating places for wildlife.","We need to determine which target sites should be maintained, which need restoration, and which are appropriate for creating new habitats."
M-7,705,Further consideration was then given to the 'Leadmill Triangle' extension and the area was then approved on 5th February 2001.,"The 'Leadmill Triangle' extension was further considered, before approval on 5th February 2001.","Further consideration was given to the 'Leadmill Triangle' extension. The area was approved on February 5, 2001."
M-7,706,We are a part of the European network for delivering information relating to doing business in the European Economic Area.,We are part of the European network for giving data on doing business in the European Economic Area.,We are part of a European network that provides information about doing business in the European Economic Area.
M-7,707,"Making Space workers can provide care while the carer goes shopping, visits family or friends, attends hospital appointments and so on.","Workers from Making Space can help when the carer is not around. For example, when the carer goes shopping, visits family or friends, or goes to hospital appointments.","Space workers can provide care for you while the carer is shopping, visiting family or friends, or attending hospital appointments, and so on."
M-7,708,"The Sheffield Flood of 1864 remains the greatest civilian disaster of Victorian Britain, yet is relatively unknown outside the city.","The Sheffield Flood of 1864 is still the greatest civilian disaster of Victorian Britain. However, little is known about it outside the city.","The Sheffield Flood of 1864 was the biggest civilian disaster in Victorian Britain, but it is not widely known outside of the city."
M-7,709,Good design does not have to equate to additional cost when integrated from the beginning and the Panel is keen to review schemes when the comments can make a positive difference.,If good design is thought about at the beginning it does not have to mean additional costs. The Panel is keen to review schemes that can make a positive difference.,Good design can be included from the start without adding extra costs. The Panel is willing to review plans if the feedback can improve them positively.
M-7,710,The blocks were originally built with dry risers which allow the fire service to connect their hoses at different floors and for these to be charged with water on any floor.,The blocks were originally built with pipes which allow the fire service to connect their hoses and charge them with water at any floor.,The blocks were originally built with dry risers. These dry risers allow the fire service to connect their hoses at different floors. Water can then be supplied to the hoses on any floor.
M-7,711,The learning and development opportunities in the Directory are provided by the HR Learning and Development Service for Sheffield City Council based at the Moorfoot Learning Centre.,The training offers in the Directory are provided by the HR Learning and Development Service for Sheffield City Council. This service is located at the Moorfoot Learning Centre.,The learning and development opportunities in the Directory are provided by the HR Learning and Development Service for Sheffield City Council. They are based at the Moorfoot Learning Centre.
M-7,712,Buildings are listed because they are identified as having special architectural or historic interest and may be important due to their age or condition.,Buildings are listed because they are of special architectural or historical interest.  Listed buildings may be important due to their age or condition.,Buildings are listed because they have special architectural or historic interest. They may also be important due to their age or condition.
M-7,713,The ecologist will attend site with the arboricultural team and visually inspect the tree as well as carrying out inspections in the canopy of the tree.,The ecologist will attend site with the arboricultural team. They will visually inspect the tree. They will also carry out inspections in the canopy of the tree.,The ecologist will go to the site with the arboricultural team. They will look at the tree visually and also inspect the canopy.
M-7,714,"Our Vision in Sheffield is to strengthen families, so that all children, young people and families have the opportunity to live safe, happy and healthy lives.","We want to make families stronger, safer, happier and healthier.","Our Vision in Sheffield is to make families stronger. This way, all children, young people, and families can have the chance to live safe, happy, and healthy lives."
M-7,715,"We will manage the housing benefit application and give them free regular support, to help them make their payments on time.",We will take care of the housing benefit application and  to help them make their payments on time free of charge.,We will handle the housing benefit application and provide free regular support to help them make their payments on time.
M-7,716,This role will link with the development of the Healthy Minds programme which aims to provide better mental health support to schools.,"This role will connect with the development of the Healthy Minds programme, which aims to provide better mental health support to schools.",This role will connect with the Healthy Minds programme. The programme aims to offer better mental health support to schools.
M-7,717,In the unlikely event of these items being mistakenly published please contact us and we will correct it straight away.,"If these items are accidentally published, please let us know and we will fix it straight away.","If these items are mistakenly published, please contact us immediately and we will correct them right away."
M-7,718,"In addition, most student areas of the city are subject to further controls to stop new development unless there is less than 20% HMOs within 200m of the house.","Also, most student areas of the city face more controls to stop new constructions unless there is less than 20% HMOs within 200m of the house.","In addition, most student areas have controls to prevent new development unless less than 20% of houses within 200 meters are HMOs."
M-7,719,"However, sometimes our Children and Families service may assist and support a child or young person living with a family member or with a family friend.",A child or young person living with a family member or with a family friend are sometimes supported by our Children and Families service.,"Sometimes, the Children and Families service may help and support a child or young person living with a family member or a family friend."
M-7,720,"It is important that you can show that your landlord agrees to you leaving, otherwise, he may be able to claim the rent due from you to the end of the contract.","It is important that you can show that your landlord agrees to you leaving. If that does not happen, he may be able to claim the rent due from you to the end of the contract.","It is important to show that your landlord agrees to you leaving. Otherwise, your landlord may claim the remaining rent until the end of the contract."
M-7,721,We publish details of our external spending to individual payments to suppliers and organisations with a value over £250.,"We release details of our external spending to individual payments, suppliers and organisations with a value over £250.",We publish details of payments over £250 to suppliers and organizations.
M-7,722,"Water based paints are able to be disposed of with general waste, but all other paints are classified as hazardous waste and will need to be taken to Blackstock Road Household Waste Recycling Centre.","Water based paints can be thrown away with general waste, but all other paints are dangerous to the environment and will need to be taken to Blackstock Road Household Waste Recycling Centre.",Water-based paints can be thrown away with regular garbage. Other paints are considered hazardous and must be taken to the Blackstock Road Household Waste Recycling Centre.
M-7,723,"The Children ’ s Health and Wellbeing programme is focused on reducing health inequalities for children across the city through more effective joined-up working across health, social care and education.","The Children’s Health and Wellbeing programme is focused on reducing health issues for children across the city through more effective joined-up working across health, social care and education","The Children's Health and Wellbeing program aims to reduce health inequalities for kids in the city by improving teamwork among health, social care, and education sectors."
M-7,724,"The remainder of our capital projects is funded by grants (13%), the sale of surplus assets (6%) and other contributions (2%).","Grants (13%), the sale of surplus assets (6%) and other contributions (2%) fund the remainder of our capital projects (e.g. building new facilities).","Our capital projects are funded by grants (13%), the sale of extra assets (6%), and other contributions (2%)."
M-7,725,There are examples of ephemera from the 18th century but most of the items in the collections are from the 19th century to the present day.,The majority of the collectible items are from the 19th century to the present day. Although there are some items from the 18th century.,"There are some examples from the 18th century, but most items in the collection are from the 19th century to today."
M-7,726,"The general usage of the land has changed since the war, and slum clearance programmes led to the growth in light industrial and warehousing uses becoming predominant.","Land use has changed since the war when the slums were removed. After this, factories and warehouse became common.","Since the war, the land's use has changed. Slum clearance programs resulted in light industrial and warehousing uses becoming more common."
M-7,727,"The 'island' which is approximately 750 metres long, the focus of the conservation area, was created by a man made goit (a mill race) and is important in the historic development of Sheffield.","The 'island' which is about 750 metres long and is the focus of the preserved district, was built by a people-created goit (a mill race) and is vital in the historic development of Sheffield.","The island, about 750 meters long, is the focus of the conservation area. It was created by a man-made goit (a mill race). This island was important in the historic development of Sheffield."
M-7,728,This could include requesting that the applicant or any other person associated with the organisation submits a disclosure of unspent criminal convictions at our request.,This could include asking the applicant and anyone else associated with the organisation to submit a disclosure of unspent criminal convictions.,We might ask the applicant or someone else linked to the organization to share details of any criminal convictions they have had but were not punished for.
M-7,729,One of the main exceptions to this is if you are a resident landlord who has been sharing living accommodation with an occupier throughout their stay.,One of the main exceptions to this is if you are a resident landlord who has been sharing living accommodation with a tenant throughout their stay.,One of the main exceptions is for resident landlords who have shared living space with an occupier during their stay.
M-7,730,"Set up under the 1834 Poor Law Amendment Act, developed their own hospitals or infirmaries to accommodate the sick and infirm poor.",Development of their own hospitals or similar institutions is set up under the 1834 Poor Law Amendment Act to accommodate the sick and infirm poor.,"Set up under the 1834 Poor Law Amendment Act, they developed their own hospitals or infirmaries for the sick and infirm poor."
M-7,731,"Sheffield Fellowship KS2 Programme: works with schools, parents and Sheffield Hallam University to provide English, maths and personal development support for young people in Year 5 and Year 6.","Sheffield Fellowship KS2 Programme: works with schools, parents and Sheffield Hallam University.","The Sheffield Fellowship KS2 Programme works with schools, parents, and Sheffield Hallam University to offer support in English, maths, and personal development for Year 5 and Year 6 students."
M-7,732,This will take traffic around the roundabout and give greater protection to pedestrians crossing at the existing crossing.,This will take traffic around the roundabout and give more protection to people crossing at the existing crossing.,This will direct traffic around the roundabout and provide better safety for pedestrians at the existing crossing.
M-7,733,"Where a club who holds a Club Premises Certificate wishes to amend the licence, an application to vary the Club Premises Certificate under the Licensing Act 2003 can be made to us.",An application to change the Club Premises Certificate under the Licensing Act 2003 can be made to us if the club  has a Club Premises Certificate and wishes to change the licence.,"If a club with a Club Premises Certificate wants to change the license, they can apply to us to vary the Club Premises Certificate under the Licensing Act 2003."
M-7,734,"The protected species that are common to this area are identified in the Wildlife and Countryside Act, 1981 and The Conservation (Natural Habitats, etc) Regulations 1994, which includes schedules of European protected species of animals and plants.","The protected species that are common to this area are named in the Wildlife and Countryside Act, 1981 and The Conservation (Natural Habitats, etc) Regulations 1994. Such regulation includes laws of European protected species of animals and plants.","Protected species found in this area are listed in the Wildlife and Countryside Act 1981 and the Conservation (Natural Habitats, etc) Regulations 1994. This includes European-protected animals and plants."
M-7,735,"Once you've read the guidance booklet and are sure you meet the criteria, you can download and complete the application form.","After you've read the guidance booklet and know that you meet the criteria, you can download and complete the application form.","After reading the guidance booklet and confirming you meet the criteria, you can download and complete the application form."
M-7,736,"We provide qualified interpreters who provide face to face and telephone interpretation in Arabic, Bengali, Chinese, Somali and Urdu and other languages spoken in Sheffield.","We offer professional interpreters who provide translation face-to-face and over the telephone. The languages offered include Arabic, Bengali, Chinese, Somali and Urdu and other languages spoken in Sheffield.","We provide qualified interpreters for face-to-face and telephone interpretation in Arabic, Bengali, Chinese, Somali, and Urdu, as well as other languages spoken in Sheffield."
M-7,737,"Within the SHA the NHS was split into a number of Trusts, including Primary Care Trusts (in effect, small health authorities), to provide health care at the first point of request.","Within the SHA, the NHS was split into a number of Trusts, including Primary Care Trusts (i.e., small health authorities). This was done to provide health care at the first point of request.","In the SHA, the NHS was divided into several Trusts, such as Primary Care Trusts (which functioned like smaller health authorities), to offer healthcare when people first seek help."
M-7,738,"However the majority cover the 19th and 20th centuries, reflecting Sheffield ’ s dominance of the cutlery industry during those centuries.",However most cover the 19th and 20th centuries. This shows Sheffield’s importance in the cutlery industry during those centuries.,"Most of them cover the 19th and 20th centuries, which were when Sheffield was very important in the cutlery industry."
M-7,739,"Developed by disabled people for disabled people, the Access Guides improve choice, control, independence and inclusivity.","Access Guides are made by disabled people for disabled people, to improve choice, control, independence and equality for all.","The Access Guides are created by disabled people for disabled people. They help improve choice, control, independence, and inclusivity."
M-7,740,We have produced a guide to showcase the most innovative and successful HMR projects and share our learning with others who are interested in neighbourhood regeneration.,We made a guide to show the most creative and successful HMR projects to share with others interested in neighbourhood improvement.,We have created a guide to highlight successful HMR projects and share our knowledge about neighbourhood regeneration with others.
M-7,741,"As it has not always been possible to allocate whole numbers of constituencies to individual councils, they have grouped some county and council areas into sub regions.","Since it has not always been possible to allocate whole numbers of constituencies to individual councils, they have grouped some county and council areas into sub regions","Sometimes, whole numbers of constituencies cannot be allocated to individual councils. Therefore, some county and council areas are grouped into subregions."
M-7,742,Please be aware we are not responsible for private (not adopted) roads or roads managed and maintained by Highways England.,"Be aware we are not responsible for private roads or roads managed and maintained by Highways England, excluding adopted roads.",We are not responsible for private roads or roads managed by Highways England.
M-7,743,Cemeteries usually consist of 2 sections - consecrated (for Anglican burials) and unconsecrated (for nonconformists and others).,Cemeteries usually have 2 sections: a consecrated section (for Anglican burials) and an unconsecrated (for nonconformists and others).,Cemeteries typically have two sections: one for Anglican burials and another for nonconformists and others.
M-7,744,"Voluntary Aided Schools, Foundation Schools, Trusts and Academies are free to set their own calendar but are asked to adopt our model for consistency.","Voluntary Aided Schools, Foundation Schools, Trusts and Academies are free to define their own calendar. However, they are asked to use our model to keep timetables consistent.","Voluntary Aided Schools, Foundation Schools, Trusts, and Academies can set their own calendar. However, they are asked to use our model for consistency."
M-7,745,"We have set certain standard conditions which will apply to every Sexual Entertainment Venue licence granted, renewed or transferred by the authority, unless they have been expressly excluded or varied.","We have set standard conditions which will apply to every Sexual Entertainment Venue licence granted, renewed or transferred by the authority. They will not apply if they have been clearly excluded or varied","We have set standard conditions that will apply to all Sexual Entertainment Venue licences, unless they are specifically excluded or changed."
M-7,746,"Other pollutants of less concern include Sulphur Dioxide (SO2), Carbon Monoxide (CO), Ozone (O3), Lead (Pb) and 1,3-Butadiene.","Sulphur Dioxide (SO2), Carbon Monoxide (CO), Ozone (O3), Lead (Pb) and 1,3-Butadiene are other contaminants of less concern.","Other pollutants of less concern are Sulphur Dioxide (SO2), Carbon Monoxide (CO), Ozone (O3), Lead (Pb), and 1,3-Butadiene."
M-7,747,"Due to capacity restrictions, we can accommodate only one guest per award winner but sometimes there is limited space for additional guests.","Because of restrictions on the number of people allowed in the venue, we can normally accommodate only one guest per award winner.  However, there is sometimes  limited space for additional guests.","Due to space limits, we can only accommodate one guest per award winner. Sometimes, there is limited space for extra guests."
M-7,748,"It would be useful to collect any information you have about the care and support you receive, such as prescriptions or doctor ’ s letters.",Information you have about the care and support you receive(e.g. prescriptions or doctor’s letters) is required.,"It would be helpful to gather any information you have about the care and support you receive, such as prescriptions or doctor's letters."
M-7,749,Section 35 of the Data Protection Act allows us to disclose personal information in connection with any legal proceedings.,Section 35 of the Data Protection Act allows personal information in connection with any legal case to be made available.,Section 35 of the Data Protection Act lets us share personal information if it's related to any legal proceedings.
M-7,750,"If your job involves handling food or any other high risk occupation, such as working with children, or other vulnerable groups it is imperative that you make contact with us.","If your job involves handling food or any other hazardous task, such as working with children, or other vulnerable groups, you must make contact with us.","If your job involves handling food or working with children or other vulnerable groups, it is important to contact us."
M-7,751,In the documents on this page you can find out about the fees and charges you will have to pay when making an application for building regulations.,The documents provided on this page will explain the fees and charges you will need to pay when making an request for building regulations,"On this page, you can find information about the fees and charges for applying for building regulations."
M-7,752,For full information on the EU Services Directive and Points of Single Contact for other member states from the European Commission.,For detailed information on the EU Services Directive and Points of Single Contact as well as gaining information on other member states from the European Commission.,"For more details on the EU Services Directive and Points of Single Contact for other European Commission member states, visit the European Commission's website."
M-7,753,By understanding how landscapes have evolved we can manage future change and preserve landscape features that give places their unique character and identity.,"By understanding how landscapes have changed in the past, we can manage future changes and preserve landscape features that give places their character.","By understanding landscape evolution, we can manage future changes and preserve features that give places their unique character and identity."
M-7,754,"You must specify when making your application, which activities you wish to hold at your premises and the hours and days they will take place.",Tell us which activities you wish to hold and when they will take place. You need to do this when you make your application.,"You must specify the activities, hours, and days when making your application."
M-7,755,"But if you can only guess at the date of a person ’ s birth, marriage or death, you search the indexes quarter by quarter until the right name is found.","If you do not know exactly when the person was born, married or died, search each quarterly index in turn until you find the right name.","If you can only guess the date of a person's birth, marriage, or death, you should search the indexes quarter by quarter until you find the correct name."
M-7,756,"If you have eligible care and support needs, we ’ ll help you to decide how your needs can be met and the outcomes you want to achieve.","If you have qualified care and assist requires, we would advise you to determine how your demands could be satisfied and the results you would like to accomplish","If you have care and support needs, we will assist you in deciding how to meet them and what outcomes you want to achieve."
M-7,757,Having a set of standard letters for when specific concerns arise can be helpful and show progression from a general to a specific concern.,It can be helpful to have some standard letters for when key concerns arise. These can show change from a general to a specific concern.,Having standard letters for specific concerns can be helpful. These letters show progression from general to specific issues.
M-7,758,You are required by law to pay your business rates instalments on time and we are required by law to make sure these payments are made.,You are asked by law to pay your business rates instalments on time. We are asked by law to make sure these payments are made.,You must pay your business rates on time. We must ensure these payments are made.
M-7,759,"Stonewall ’ s Education Equality Index is about celebrating difference, preventing and tackling homophobic, biphobic and transphobic bullying in schools and supporting LGBT (lesbian, gay, bisexual and trans) young people in their local community.","Stonewall’s Education Equality Index is about celebrating difference and preventing and tackling homophobic, biphobic and transphobic annoying in schools. It also aims to support LGBT (lesbian, gay, bisexual and trans) young people in their local community.","Stonewall's Education Equality Index focuses on celebrating differences, preventing, and addressing homophobic, biphobic, and transphobic bullying in schools, and supporting LGBT young people in their local community."
M-7,760,The project uses the current data for Great Crested Newt distribution in southern Sheffield to identify the best possible sites to create new ponds.,The project used research data about Crested Newts to plan where new ponds should go,The project uses current data on Great Crested Newt distribution in southern Sheffield to find the best sites for creating new ponds.
M-7,761,"Any applicant, responsible authority or person making representation is able to appeal our decision to a Magistrate ’ s Court within 21 days of the notice of decision.","Any person, responsible authority or representative applying, is able to appeal our decision to a Magistrate’s Court within 21 days of the notice of decision.","Any applicant, responsible authority, or person making a representation can appeal our decision to a Magistrate's Court within 21 days of receiving the notice of our decision."
M-7,762,"If you ’ re no longer a council tenant and have left one of our properties with rent arrears, the money you owe is called ‘ Former Tenancy Arrears ’.",You owe 'Former Tenancy Arrears' if you are no longer a council tenant but still owe rent.,"If you are no longer a council tenant and have left one of our properties with outstanding rent, the unpaid rent is called 'Former Tenancy Arrears'."
M-7,763,If you are a new parent you can also download our ‘ Top Tips for New Parents ’ document that has some helpful suggestions.,"If you are a new parent, you can also download our 'Top Tips for New Parents' document. It has some helpful tips.","If you are a new parent, you can also download our 'Top Tips for New Parents' document, which has some helpful suggestions."
M-7,764,"It seeks to address recent local declines and, in some cases, extinction of Great Crested Newts, which is attributed to the loss of pond habitat or decline in pond quality.","It seeks to fix recent local declines and, in some cases, extinction of Great Crested Newts, which is seen because of the loss of ponds or a decline in their quality","It aims to address recent local declines and, in some cases, the extinction of Great Crested Newts. This is due to the loss of pond habitat or a decline in pond quality."
M-7,765,Many postgraduate training courses come with significant financial incentives paid by NCTL - to see the current offer and check your eligibility visit Get into Teaching where general and personalised support and advice about teacher training on all routes is available.,Many postgraduate training courses offer significant financial incentives paid by NCTL - for current offers and to check your eligibility visit Get into Teaching where general and personalised support about teacher training is available.,"Many postgraduate training courses offer financial incentives paid by NCTL. To find out more and check your eligibility, visit Get into Teaching. There, you can get general and personalized advice about teacher training."
